Dataset Name,Algorithm Name,Cross Validation[1-10],Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR Curve,Training Time,Inference Time
lymphography,Adaboost,0,"{'learning_rate': 0.39643541684062933, 'n_estimators': 20}",0.8,0.8035714285714286,0.19642857142857142,0.8035714285714286,0.9107142857142857,0.9172904104823747,5.7017998695373535,0.0
lymphography,LightGBM,0,"{'n_estimators': 20, 'num_leaves': 5}",0.8,0.8035714285714286,0.19642857142857142,0.8035714285714286,0.9285714285714286,0.9350889314058957,0.8122720718383789,0.0
lymphography,Provably Robust Boosting,0,"{'max_depth': 3, 'min_samples_leaf': 25, 'min_samples_split': 50}",0.7333333333333333,0.7321428571428572,0.26785714285714285,0.7321428571428572,0.8571428571428571,0.866684902399188,9.669609546661377,1.041412353515625
lymphography,XBART,0,"{'alpha': 1.9028825207813331, 'beta': 1.9347008628416629, 'burnin': 10, 'max_depth_num': 4, 'num_sweeps': 20, 'num_trees': 200}",0.8666666666666667,0.8660714285714286,0.13392857142857142,0.8660714285714286,0.8571428571428571,0.8407055370225013,46.551596879959106,0.0
lymphography,Adaboost,1,"{'learning_rate': 0.13911053916202465, 'n_estimators': 200}",0.9333333333333333,0.9375,0.0625,0.9375,0.9464285714285714,0.9483862863327148,5.9048662185668945,2.0829041798909507
lymphography,LightGBM,1,"{'n_estimators': 200, 'num_leaves': 5}",0.9333333333333333,0.9375,0.0625,0.9375,1.0,0.9999999999999999,0.8123080730438232,1.041412353515625
lymphography,Provably Robust Boosting,1,"{'max_depth': 3, 'min_samples_leaf': 25, 'min_samples_split': 50}",0.8666666666666667,0.8660714285714286,0.13392857142857142,0.8660714285714286,0.9464285714285714,0.9519593253968254,10.231977939605713,1.041412353515625
lymphography,XBART,1,"{'alpha': 1.9681386830328975, 'beta': 0.9868494971711618, 'burnin': 15, 'max_depth_num': 5, 'num_sweeps': 40, 'num_trees': 50}",1.0,1.0,0.0,1.0,1.0,0.9999999999999999,45.72363615036011,0.0
lymphography,Adaboost,2,"{'learning_rate': 0.4793801861008835, 'n_estimators': 100}",0.8666666666666667,0.8660714285714286,0.13392857142857142,0.8660714285714286,0.8571428571428571,0.863319901824366,5.733031749725342,1.0414441426595051
lymphography,LightGBM,2,"{'n_estimators': 200, 'num_leaves': 5}",0.9333333333333333,0.9285714285714286,0.07142857142857142,0.9444444444444444,0.9107142857142857,0.917942821067821,0.8279306888580322,0.0
